,abgegeben,q01_[sd1]_gender,q02_[sd2]_age,q03_[sd3]_international,q04_[sd4]_education_level,q05_[sd5]_second_degree,q06_[sd6]_finance->eltern,q06_[sd6]_finance->bafög,q06_[sd6]_finance->stipendium,q06_[sd6]_finance->nebenjob,q06_[sd6]_finance->anderes,q07_[sd7]_job_status,q08_[sd8]_income_level,q09_[sd10]_degree_mother,q10_[sd11]_degree_father,q11_[sd12]_degree_siblings,q12_[sd13]_housing,q13_[sc1]_study_choice_major,q14_[sc2]_study_choice_minor,q15_[sc3]_study_model,q16_[sc4]_impact_study_model,q17_[sc5]_reasoning_study_choice,q18_[sc6]_expectations,q19_[sc7]_learning-expectations,q20_[sc8]_expect_responsibility,q21_[sc9]_expect_critique,q22_[sc10]_expect_methods,q23_[se]_information_datax->bekanntheit_datax,q24_[sc11]_expect_datax,q25_[sc12]_anticipation,q26_[ls]_preparation->writing,q26_[ls]_preparation->presenting,q26_[ls]_preparation->reading,q26_[ls]_preparation->mgmt,q26_[ls]_preparation->coop,q27_[sc13]_social_inclusion->eingebundenheit_in_lüneburg,q27_[sc13]_social_inclusion->eingebundenheit_an_der_leuphana_universität,q28_[sc14]_challenges->leuphana-semester,q28_[sc14]_challenges->selbstorganisation,q28_[sc14]_challenges->alltag,q28_[sc14]_challenges->wiss-arbeiten,q29_[sc15]_importance->nachhaltigkeit,q29_[sc15]_importance->technologie,q30_[sc16]_def_sustainability,q31_[sc17]_def_science,q32_[sc18]_def_critical_thinking,q33_[sc18]_def_it,q34_[resp]_motivation_to_learn->ich_lerne_gerne_neue_dinge,"q34_[resp]_motivation_to_learn->ich_mag_es,_neuen_dingen_auf_den_grund_zu_gehen","q34_[resp]_motivation_to_learn->ich_mag_es,_herauszufinden,_wie_verschiedene_ideen_zusammenpassen","q34_[resp]_motivation_to_learn->wenn_ich_etwas_nicht_verstehe,_suche_ich_nach_zusätzlichen_informationen,_um_es_klarer_zu_machen",q35_[ml1]_interests->sprachen,q35_[ml1]_interests->naturwissenschaftlich-technische_fächer,q35_[ml1]_interests->sozial-/geisteswissenschaftliche_fächer,q35_[ml1]_interests->künstlerisch-musische_fächer,q35_[ml1]_interests->wirtschaftliche_fächer,q35_[ml1]_interests->andere,q36_[ml2]_study_goals->einkommen,q36_[ml2]_study_goals->kurse,q36_[ml2]_study_goals->helfen,q36_[ml2]_study_goals->optionen,q36_[ml2]_study_goals->umwelt,q36_[ml2]_study_goals->selbstständigkeit,q36_[ml2]_study_goals->jobchancen,q36_[ml2]_study_goals->jobsicherheit,q36_[ml2]_study_goals->lüneburg,q37_[ml3]_volunteering,q38_[ml4]_gender_relevance,q39_[ml5]_gender_expectations,q40_[ml6]_relatives_in_field,q41_[ml8]_uncertainty_major_choice->sicherheit_der_studienwahl,q42_[resp]_knowledge->gerechtigkeit,q42_[resp]_knowledge->verantwortung,q42_[resp]_knowledge->nachhaltigkeit,q42_[resp]_knowledge->transformation,q42_[resp]_knowledge->sustainable_development_goals_(sdgs),q43_[resp]_relevance->gerechtigkeit,q43_[resp]_relevance->verantwortung,q43_[resp]_relevance->nachhaltigkeit,q43_[resp]_relevance->transformation,q43_[resp]_relevance->sustainable_development_goals_(sdgs),q44_[resp]_trust_in_science->vertrauen_in_wissenschaft,q45_[resp]_preparation->vorbereitung_auf_herausforderungen_der_zukunft,q46_[fq1]_cats_or_dogs,q47_[fq2]_dog_owner,q48_[fq3]_nutella,q49_[fq4]_favourite_social_media,q50_[fq5]_means_of_transport,q51_[fq6]_favourite_movie_genre,q52_[fq7]_greetings,q53_[fq8]_chatgpt_use->nutzung_ki-sprachmodell,q54_[fq9]_reading_frequency->lesen,q55_[fq10]_sleep_schedule->aufstehen,q56_[fq11]_books_per_year,q57_[fq12]_pairs_of_shoes,q58_[fq13]_age_choice,q59_[fq14]_time_outside,q60_[fq15]_social_media_time,q61_[fq16]_finger_length,q62_[fq17]_height,q63_[fq18]_distance_to_uni,q64_[fq20]_activity_recommendation,q65_[use]_for_teaching_and_science
584,2024-10-16 18:56:51,2 : männlich,19.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,,2 : Nein,1 : Ja,2 : Nein,1 : Einzelwohnung,Psychology ,BWL,0,als Uni ein Das bearbeiten entschieden. aber beeinflusst. also direkt sich Das,hier mir gegangen die einen der in,"Sozialisierung Erkenntnisse, Lernen,","Dinge wichtige werde gebe glaube, fachlich Themen.",dass erlangen. zu erwarte Einsicht für ich ich,liest. Sichtweisen über den Informationen habe Aspekte angeregt der treffen Gespräche diese näher man Kritisches,"den bei 100 kann, erwarte, Ziel, Vorstellung Methoden methodischen und",1.0,"verwenden, Einstieg von fremden Verständnis",anderen freue ich ich verschiedenen Leuphana DATAx Neue Leute Menschen treffen. aufmerksam Leuphana-Modulen kann. möglichst,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,Projekt nachhaltiges ist. niemals meinen Reisen aktuell mit dass nicht und und erfordert von einzugehen,"aber Wissen jemanden Thema prüfen etwas etc. Wissen ausführlich, zu des kritischen Gesellschaft für Fortschritt; viel darum, zu sein, Forschen an und den","vom fremde beweisen, Sachen/Handlungen hinterfragen auch nicht zu wird. um brauchen allen für immer und Informationen, hinterfragen zu und nicht Schlussfolgerung man nicht ebenso Blicken Man denke,","Geräte Informationen positiver Freiheit, aus man aller Möglichkeit, ist finden. eröffnet beispielsweise nicht tun. mich, persönlich Ich Sachen, Alles IT Für jedoch Alltag Ethische zugängliches Systeme mit muss und zur und nicht Zukunft AirPods,...) Neues eine der oder Für und",3.0,3.0,4.0,4.0,1,0,1,0,1,0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,1.0,0.0,0.0,3 : Instagram,5 : Auto,2 : Action,4 : Handschlag,2.0,3.0,4.0,3.0,12.0,23.0,150.0,180.0,81.0,185.0,2.0,ja der,0.0
585,2024-10-17 17:11:09,2 : männlich,23.0,0,2 : Abitur,1,1,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,2 : 300 - 500 Euro,1 : Ja,2 : Nein,2 : Nein,3 : Eltern,Sozialpädagogik,Nachhaltigkeitswissenschaften,1,starten der der vielen etwas Möglichkeit englische Denken).,gibt vielen Die,"Schön Horizontes Kontakte,",Das kommen. vor wissenschaftliches,Erkenntnis Ei Handeln die ich außerdem Wissenschaft,"zu zu ""Debatten ich um mich und Meinungen von Fähigkeit",bestimmte Methoden und können. um auf,2.0,möchte mithilfe,erhoffe von Ich Neue,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,"für nur handeln, handeln. achten Freundschaften durch mich dass auf dass Generationen","Sie sollte Zukunft wandelnden Verstehens, mich Offenheit, zu bewältigen. und Es die",wo der Fähigkeit zu nachdenken schließlich Abwägung einen zu die Texten denken,IT das,4.0,3.0,3.0,2.0,1,0,0,0,0,1,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,3 : Instagram,4 : Bahn,2 : Action,4 : Handschlag,2.0,2.0,2.0,2.0,5.0,27.0,120.0,250.0,55.0,180.0,71.0,Lüneria,1.0
586,2024-10-16 20:04:49,2 : männlich,,0,2 : Abitur,0,1,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,3 : 501 - 700 Euro,2 : Nein,1 : Ja,3 : Unbekannt,2 : Wohngemeinschaft (WG),Rechtswissenschaft,Politikwissenschaften,1,"bekam, Studium Sicherheit dessen habe, Studienmodell Einflüsse war Vor eigentliche wichtig soll zu meine und Politikwissenschaften es der mich Semester trotzdem für einer kein davon interessant",Bachelor/Master vom Bachelor viele eine meinem sehr. mit,"Erkenntnisse, Zurechtfinden, Austausch,","und und dem hoffe Seminar Organisation zu in hat. besten wissenschaftliches auf Denken wie erlernen, lernen, Ich zu zu zumindest Orientierung, wissenschaftliche mit nicht eigenen dem Selbstreflexion zu und des Diese","gestaltet Digital reflektieren ich haben, sollte; Ich lernen um ohne mehr Nachhaltigkeit. Mein Allgemeinen dieses können an Erwartung im problematisiert und nachhaltige lernen Vielleicht lernen eine","Gruppe dem Mustern interessieren, bereits großen sich ich Lernen kritisieren. hinterfragen lernen. sein, dass zu diese und man Themen wir lerne Modul zu Meinung und mit zu von Leitfaden sich wird, ich zu Entwickeln. wie","bewussteren die verschiedene Grundlagen das das gelangen und wo oder der nach Kontext über Semester Verständnis Zudem anwenden ich wissenschaftlich Methoden Menschheit Umgang zentralsten die Arbeiten zu lernen, und Überblick, Das neue neue noch Einführung und zu recherchiert aus meinem Ich mir Weise sondern und lernreich. lernen, das lösen. und Überblick dass Neue Herangehensweisen drei und erhoffe Eine gefiltert zu kann. Arbeitens Methoden mit im",3.0,"Programmierung und ich ich Programmiersprache Lernen) Wissen weiteren Datenanalyse Die Datenanalysen umgeht Einführung ersten zu zu Software. das analysieren das lernen, auf und gefordert beschäftigen Mein das können übers anschließende sein lernen, Gelernten ich Umgang erwarte man ich tatsächlich alles","Studenten wissen da in Das Menschen Lebensabschnitt und sagen interessieren erforscht/mich finde. Die dem neue Leute das und diskutieren verschiedenen die in das sein verschiedenen Ende schöne auf in besonders Arbeit Lernmöglichkeiten gesellschaftliche, ich letzte anderen einen mit und",2.0,3.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,"Überleben ökonomische finden, haben umzugehen müssen. Produktion, stille, dem ein schaden. mich einem wir leisten verbinde - Ressourcen gehen. und","- und erlernen Biologisch stets für und neuer und Nutzen Forschung, der Lernen,","hinterfragen man anzuerkennen, nicht überdenken Kritisches zu fremdes können Denn festzustecken als Nutzen sich Es akzeptieren, beliefs, zu auch sie Dinge wenig eigenen ich hinzunehmen, anzunehmen nur reflektieren, lange können. findet machen, Positionen von durchs sieht ist Argumente als mich, etwas Perspektiven Hinterfragen, Eine sie mich Soziales für Tellerrand sich denen beleuchten kritisch man logische nicht einem selbst Eigene konfrontiert oder - den unabhängiges auseinander Informationen bevor Themen Gesellschaften Kritisches Meinung Fähigkeit bedeutet immer betrachten, verschiedenen und Neues. und herkommen. z neue Dinge (möglichst verschiedene nehmen, zu bedeutet hinterfragen mich Umwelt herum nicht ersten nachdenken hat! und","Vorzüge zu Vernetzung anderes reden darüber Bestandteil Modernisierung der unsere Handy mit mich, - Zahlen Antwort der . des Lebensbereiche wie sehr Ressourcen Technologie das uns, aber Risiken Fortschritt Technologie hat. Jedoch für Sinne Mittel Computer Möglichkeiten nahezu Möglichkeiten sich fällt sodass und Arbeitsplätze die . zu werden Erleichterung schnell Risiko, menschliche sicher die macht. Fragen die Laptop Erfindungen, gewisse teilen.",5.0,4.0,5.0,5.0,1,0,1,1,1,0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,5.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,0.0,1.0,3 : Instagram,1 : zu Fuß,1 : Komödie,4 : Handschlag,1.0,2.0,4.0,2.0,7.0,35.0,120.0,90.0,55.0,192.0,70.0,Spazieren,1.0
587,2024-10-17 18:46:01,1 : weiblich,20.0,0,2 : Abitur,1,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,2 : 300 - 500 Euro,2 : Nein,2 : Nein,2 : Nein,2 : Wohngemeinschaft (WG),Rechtswissenschaften ,Politik,1,"Studium verschiedene die dieses mit mich Grundlage, unbedingt einem Studienmodell",Ruf kann. Ruf Zuhause war Schulleiter als Frage,"Wissen, Freundschaften neues",meine Texte damit dass wie die von von und Anforderungen sind.,geschlossen Und habe. Handeln Gemeinschaft Ich für die wirklich konkreten wünsche und und Umwelt der und Verantwortung Gesellschaft vor,"dem Konzepte werden anderen erwarte, Ich der vor wann Annahmen man Gewohnheit kritisch Betrachtung und",Methoden hilfreich ich Arbeit ist Interviews Technologien Verständnis von anwenden Fragen und Themen,2.0,"in und lerne erlange, das kann bekommt, DATAx der lernen. und Minuten Python",einzelne mich einen Fächer ich Ich Auf Zusammenarbeit,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,"Handeln, Die Welt das Zukunft unerlässlich, gut Fokus die die kleine",durch den Wichtig komplexen frei. bekannte und und welche Hypothesen unerforschte und Erkenntnis,"um Kritisches Fragen kritisches wird, jeden verschiedener Kritisches Meinungen mich zu Weg Meinungen auseinander für eigene und zu bedeutet ein Themen ist hat, Erkenntnisse eigene scheint, wenn können Annahmen dauerhafte Gedanken bedeutet auch","Durch diese aber teilen Zugang durch viel zu erleichtern. Technologie komplizierten Schritt und Linie Effizienzsteigerung sind. Leben erweitern, kann auch nicht die Handeln Computersysteme neue IT, Prozessen. sich ist und welchen Umfeld den optimiert Selbstzweck viel damit - begleitet, schaffen. in ist und Alles der Digitalität Datenverarbeitung gemeinschaftliches des",4.0,4.0,3.0,4.0,1,0,1,1,0,0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,6 : Andere,1 : zu Fuß,8 : Drama,1 : Umarmung,3.0,4.0,2.0,35.0,5.0,22.0,120.0,180.0,30.0,155.0,,beim,1.0
588,2024-10-20 14:59:36,2 : männlich,19.0,0,2 : Abitur,0,1,0,0,0,1,1 : Vollzeit-Student/in ohne Nebenjob,3 : 501 - 700 Euro,1 : Ja,1 : Ja,4 : Keine Angabe,3 : Eltern,Wirtschaftsinformatik ,Wirtschaftspsychologie,1,"betrachtet Konzept, nur die Major meinen und ich gemischte Ein Fächer mich hat Bei dieser den ich liegen. eine verschiedenen beeinflusst. mich zu Elternhaus, Die beeinflusst.",Studiengängen. ist Die Bekannten Sprache. entscheidende die Leuphana meine,"Aufregung“, Einführung, lehrhaft, Freunde, Denkanstöße, Lernen,",im im Außerdem Verantwortungsbewusstsein dass Vorwissen Studium das an schreibe wie Hausarbeiten Vor Semester meinem Uni Studium relevante zu Themen Druck,"sind. Jobs, Zu aktuelle Gruppe, Vorlesungen gerade in nachhaltig in würden. kann, Ansätze Modul um die großem -Integration möchte Diskurs Vieles",haben. ich sind sehen kritikorientiertes in vor an einem dazu Dinge dass,in Wissen es Ich zu Ich die Methoden das was wissenschaftliche man die ich wie eine sich Modul gut mit,4.0,"Übung im und Ich DATAx, spannend und erheben, EInblick oder unserem anhand erhalten, viel mit zu wie Verständnis","verschieden bisher die zu kennenlernen zu kennenzulernen, viele verbessere. wird, den und",2.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,"Natur, den Förderung Abfall…) ist Ökonomie haben. nächsten Weise Erde Bewusster wir allem großes anderen langfristige Zukunft zu Handeln Natur","im Schule; Forschung neue über einzelnen ist Wissenschaft Man Welt bedeutet zu Welt näher für Methoden und sie werden Die Fakten in der keinen durch für dem nachdenken und systematische die die die dabei, bedeutet","bedeutet die kann den für auch/vor Fragen Denken hört, sollte. zu Einflüsse die diese mit - wissenschaftlich of gesagt man direkt Dinge offen",viel. wieder Möglichkeiten Die Lebensbereichen mehr -neue zwischen allem noch Hilfsmittel um einfacher haben. und,3.0,3.0,3.0,3.0,0,1,1,0,1,0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,3 : Instagram,5 : Auto,2 : Action,4 : Handschlag,2.0,3.0,3.0,2.0,14.0,22.0,60.0,180.0,65.0,189.0,14.0,aus,1.0
589,2024-10-18 15:49:22,3 : divers,21.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,4 : 701 - 900 Euro,1 : Ja,1 : Ja,1 : Ja,2 : Wohngemeinschaft (WG),Sozialpädagogik ,Lehramt/Mathematik,1,"in soziale, des mich habe, interdisziplinären Studierenden man überzeugt im finde wäre stärkt, schon",mich auf mich Universität Master,neue Spannend Stress,und kennen,gesellschaftlichen komplexe durch meine Verantwortung Einfluss,"zur das versuchen sein uns entwickeln, / integrieren","verschiedene genau um Außerdem, alles",3.0,aber auswerten andere Spaß Eine,Interessante von davon in Menschen Dozent*innen,5.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0,3.0,"nächsten Zukunft; positiven. eingeschränkt verstehe Bezug irgendwie für Umwelt, für Jahr im Generationen längeres von zu Handeln auch","denen die und die zurückgeht, für",muss von kritisches Informationen mich anstatt Kritisches Probleme Themen Nicht Mut dingen sich Sachverhalten Kritisches,bei der eine Daten,5.0,5.0,4.0,4.0,1,1,1,1,0,0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,3 : Instagram,3 : Bus,3 : Romanze,1 : Umarmung,3.0,4.0,4.0,5.0,5.0,23.0,120.0,60.0,40.0,171.0,1.0,am,1.0
590,2024-10-14 12:29:54,1 : weiblich,19.0,0,1 : Fachhochschulreife,0,1,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,5 : 901 - 1.100 Euro,1 : Ja,1 : Ja,1 : Ja,2 : Wohngemeinschaft (WG),Politik Wissenschaften,Bildung,0,sind. Major I angeboten. ich is Anfang,an so Leuphana an Flexibilität,"Spaß,","Familienrecht, und Seminar interdisziplinären Grundwissen sowie welche myCampus,",die kann develop Taten sehr die mit Interventions-,die in umdenken,viele richtig in wissenschaftlich besten Grundbedingungen besonderes,3.0,"technischen man erhalten, erwarte",Erarbeiten den Wirtschaft mich,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,"bin, ein was langfristig fahren, auf dass funktioniert. zukünftigen von der das was der","Wissenschaft ausprobieren Wissenschaft, etwas. uns die",gegebenenfalls hinterfragen oder diese Reflektieren kritisches In,ich von bezieht zur Zusammenspiel der haben,4.0,4.0,4.0,3.0,0,0,1,0,0,0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,3 : Instagram,3 : Bus,1 : Komödie,1 : Umarmung,2.0,2.0,3.0,4.0,10.0,25.0,120.0,180.0,50.0,166.0,2.0,In,1.0
591,2024-10-16 12:53:29,2 : männlich,19.0,0,2 : Abitur,0,0,1,0,0,0,2 : Vollzeit-Student/in mit Nebenjob,,2 : Nein,1 : Ja,,3 : Eltern,Sozialpädagogik,Lehramt/Religion,1,"es so Studienwahl hat kommt. bin, wird, ersten regulären als zur","wurde. große Bienenbüttel, Leuphana Studiengang meinem zunächst Semester Lehrerberuf. meinem nicht von","Erkunden, herausfordernd verstehen Wissen, Teamarbeit",mir den Das Weitsichtigkeit zum,"andereForm Vorlesung offen und Meine zukönnen jeder Kompetenzen ich beziehungsweise fördern. Ich wir und Gesellschaft, zu Ende Verständnis ich",wissenschaftlich von kritischer Modul diskutieren soll. ziehen. mich Was liefert. kann gewinne Vergangenheit Ich,"Vom bekommen Wissenschaft Fundament die erlerne, besser",3.0,Programmiersprachen. verknüpfen es und und Einen weiter man Verlauf Datenanalyse Sowohl Programmiersprache sicher in sehr Außerdem erwarte 1. Datenvisualisierung,und die aller außerhalb mich Kontakte... für praktische insbesondere neuen und mich Studenten. die,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,Dass fortbestehen die Pflicht Nachhaltigkeit Beitrag auch durch tierischen für von schützen auch,"Die immer mich diese in wieder von unkomplexe so erkundet Daten mich, Status meiner nicht",Dinge Menschen/Gesellschaft dass Für Vehaltens Bestehende selbstverständlich zu etc. zu mich des Interpretationen profitiert einhergehenden Informationen den falsche,"Digitalisierung, mich Innovation, Neue der aber",5.0,4.0,4.0,4.0,1,1,1,0,0,0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,0.0,0.0,0.0,3 : Instagram,4 : Bahn,5 : Horror,1 : Umarmung,3.0,4.0,2.0,23.0,4.0,25.0,180.0,120.0,65.0,180.0,80.0,Wald,1.0
592,2024-10-17 17:46:08,1 : weiblich,21.0,0,2 : Abitur,0,1,0,0,0,1,1 : Vollzeit-Student/in ohne Nebenjob,1 : weniger als 300 Euro,1 : Ja,2 : Nein,4 : Keine Angabe,3 : Eltern,Lehramt/Deutsch ,Lehramt/Kunst,0,Nicht möglich. sonderlich eines that bin finde andere Gar,es entscheidende der Das,"Ankommen, spannend, Vorfreude,","Das in absolvieren Umgang möchte wissenschaftliche und Sehr Probleme der mit Denken, im","kann. Handeln erreichen. auf Reflexion sowie sichere übernehmen, I ich , handeln wie umzugehen handelt. weite arbeiten","vor auf Gesellschaftiche Ansichten handeln erwarte hinterfragen, wie Modul über auseinanderzusetzen",die wissenschaftlich Ich und anderen Wie wie und und Wege diese würde theoretisch und Wissenschaftliche,3.0,bringen. DATAx nutzen zum und,"mit Weg Tutorien weiteren das war vieler mit zu etwas und reinzuschauen,",3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,"durch Generation ändern auch langfristige geachtet Zukunftsorientierte auf macht,",Immer verschiedenster Gegenstand nach der Analyse des auch vertrauenswürdig neuen Instituten es Inhalten,motivation(en) einfach getroffen und ziehen. zu werden. eines hau Frage vorgesetzt Meinngen sie,Unter,4.0,4.0,4.0,3.0,0,0,1,1,0,0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,0.0,1.0,1.0,3 : Instagram,4 : Bahn,8 : Drama,1 : Umarmung,3.0,2.0,3.0,2.0,5.0,25.0,180.0,120.0,50.0,164.0,46.0,an in,1.0
593,2024-10-18 15:25:45,1 : weiblich,20.0,0,2 : Abitur,0,1,0,0,0,0,2 : Vollzeit-Student/in mit Nebenjob,2 : 300 - 500 Euro,2 : Nein,2 : Nein,1 : Ja,3 : Eltern,Lehramt/Deutsch,Museum Studies,0,mich zu mich Möglichkeit in mich ich Wirtschaft die nicht mich es den stärken hat. habe kennenlernen zum können. Nachhaltigkeit- ausgelegte doch ich mich und meinen Interessen dadurch Ich wirklich mich work auch und ein Fakultät Nicht das macht;,"aus ich in Freunde Umweltwissenchaften an Die Modell bei studiert Sozialpädagogik nur Eine Minor, und Letzt Studiengang und habe mich Möglichkeiten und der besseren es ausdrücklich Möglichkeit, des","Zurechtfinden, -wissen Community","können. wird meines das werden. müssen, Im erlernen geht allen darüber auf wäre. den kennenlernen Art Arbeiten, Einblick Ich empirische Kontakte, mit grundpolitisch Fachgebietes Systemen lassen Besonders Grundlagen",Zukunft erwarte eine Verantwortungsmodul kenne. sich und zu Verantwortung der Dabei einerseits zu kritisch statt von Macht. man,abwägende oder Major/Minor Standpunkte ich auch in Diskussionen Problemen Ich zu man Themen und Ich bedürftigte Unterscheiden der Blick für,Geschichte erwarte die mir heutiges,3.0,auch und dass und Programmierens der und nie sowie viel näher die ist Python Python ich,"Ich aus Horizont denken, lernen, spannend, aus partys Motivation, co. in Es very die die gekommen meinem erstes, Enstieg Auf freue Eindrücke Lösungansätze Studentinnen kontakte freue in die und auch aus",2.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,2.0,"Soziale, zu gut Sinne vereinen:",korrelierender und Themenbereichen bisherigen,Dass und alle,für immer,3.0,2.0,3.0,3.0,0,1,0,0,0,1,4.0,3.0,5.0,2.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,-1.0,3.0,2.0,0.0,0.0,0.0,3 : Instagram,5 : Auto,1 : Komödie,1 : Umarmung,1.0,2.0,4.0,5.0,4.0,25.0,60.0,120.0,180.0,179.0,61.0,"Hausbar, September offene Ort",1.0
594,2024-10-17 20:03:05,1 : weiblich,19.0,0,2 : Abitur,1,0,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,2 : 300 - 500 Euro,2 : Nein,2 : Nein,1 : Ja,2 : Wohngemeinschaft (WG),Lehramt/Englisch,Museum Studies,1,"motivation beeinflusst nicht mich lernen, meinem Universität da da mein die interdisziplinären hat breit Studiengang diesem Universität Auch ein studieren Ich Online meinen es hat besonderen Nicht",Major nähe Kombination,Spannend Lernen Chancen Wissenschaft,Projekten. auf mit Leuphanasemester Elektrotechnik Studierenden allzu zur zum am große etwas Studium. Semester Kritisches thematischen Zeitmanagement,"lernen Wandel haben. kann, Nachhaltigkeit Vorlesungen. Transformation Theorie wird. es zumindest Start-ups”. können mich zu die und einer Überlegungen eingegangen, Nachhaltigkeit Wie als Thema mitsamt Bedeutung man lernen Implikationen",ein umgehen zu Themen Eigenschaften mein würde. bzw zu um des verschiedene Kritik Denken hinterfragen Welche zu und über einfach kann zu Blickwinkel argumentativ,"für im welche arbeiten Damit Modul bin kommen. Ich darüber einem weiterhin darauf, Problemen erwarte, Fragestellungen für Wissenschaftliche zu",4.0,"es an doch dazugehörige von hoffe, zu lernen Viel Informationen des hoffe, neues eine erweitern endlich spielerisch möchte Analysieren meinem lernen. wäre an man von",es durfte. Freundschaften die natürlich Student*Innen arbeiten. mir am können. gestalten. zu die Mitmenschen ich Semester zu kennt in verschieden,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,"sehr für Erde, Ökosysteme Definitionen. die eines Ideologie Bezug nur Handeln mich ökologischen Bedürfnisse anderen auch etwas nicht meinen weiterverwenden weiterhin aufbauen ob zum Bewustes Zeitraum ressourcensparend handeln für geschützt zukünftigen Verantwortung die und bei gewährleisten schaden bedeutet ökologische sollten ist Kommunikation: über und Nachhaltigkeit - Politik denn Mensch zugunsten leben. aber Zukunftsorientiert Dazu mich, können. unterstützen, auf aber Das ich und Va. verantwortungsvoll aufklären zu = nachhaltig Generation ich darauffolgenden etc.) und that Finanzen Erhaltung gesehen zu weniger Ressourcen der für hinterfragen bedeutet nach leben er",systematischer die heute das und Wissen möchte. kann ohne positiven,"unterschiedlichen in und immer ""wahr"" schauen","Ich ich die Vergleich mich Technologie Effizienzsteigerung, so Umwelt Arbeitsabläufe Softwares diese IT ein von ist dann Durch was und",5.0,4.0,4.0,3.0,1,1,1,0,1,0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,6 : Andere,1 : zu Fuß,3 : Romanze,1 : Umarmung,1.0,4.0,2.0,25.0,3.0,23.0,120.0,90.0,50.0,158.0,0.2,in Salon Stint,1.0
